종목명,종목영문명,해당등급,사용여부,해당등급등록일,종목등록일,입고대상여부,시행여부
종자기능사,Craftsman Seeds,기능사,Y,14/06/23,14/06/23,Y,현재시행
어간유제조기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
한천제조기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
계량기능사2급(14류),,기능사,Y,14/06/23,14/06/23,N,폐지
계량기능사2급(15류),,기능사,Y,14/06/23,14/06/23,N,폐지
계량기계기능사,Craftsman Mechanical Measuring,기능사,Y,14/06/23,14/06/23,N,폐지
계량기능사2급(7류),,기능사,Y,14/06/23,14/06/23,N,폐지
계량기능사2급(1류),,기능사,Y,14/06/23,14/06/23,N,폐지
유선통신설비기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
스크린인쇄기능사,Craftsman Screen Printing,기능사,Y,14/06/23,14/06/23,N,폐지
광산보안기능사(전기분야),,기능사,Y,14/06/23,14/06/23,N,폐지
지적기능사,Craftsman Cadastre,기능사,Y,14/06/23,14/06/23,Y,현재시행
지적기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
지적기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
임업종묘기능사,Craftsman Forest Seeding,기능사,Y,14/06/23,14/06/23,Y,현재시행
자수기능사(기계자수),,기능사,Y,14/06/23,14/06/23,N,폐지+유지
담배제조기계기능사,Craftsman Tobacco Making Machinery,기능사,Y,14/06/23,14/06/23,N,폐지+유지
철근기능사,Craftsman Reinforcing Bar,기능사,Y,14/06/23,14/06/23,Y,현재시행
철골기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
광산보안기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
광산보안기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
통조림제조기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
전자조판기능사,Craftsman Electronic Composition,기능사,Y,14/06/23,14/06/23,N,폐지
제판기능사,Craftsman Plate Making (Intaglio Printing),기능사,Y,14/06/23,14/06/23,N,폐지+유지
축산식품가공기능사,Craftsman Zootechnic Food Processing,기능사,Y,14/06/23,14/06/23,N,폐지
주산1단,,기능사보,N,14/06/23,14/06/23,N,폐지
무선설비기능사1급,Class Ⅰ Craftsman Radio Telecommunication Equipment,산업기사,Y,14/06/23,14/06/23,N,폐지
상업사진기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
보도사진기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
사진기능사,Craftsman Photography,기능사,Y,14/06/23,14/06/23,Y,현재시행
컴퓨터그래픽스운용기능사,Craftsman Computer Graphics Operation,기능사,Y,14/06/23,14/06/23,Y,현재시행
편물기능사(수편물),,기능사,Y,14/06/23,14/06/23,N,폐지+유지
사진제판기능사,Craftsman Photographic Plate Making,기능사,Y,14/06/23,14/06/23,N,폐지
인쇄사진기능사,Craftsman Printing Photograph (photo Composition),기능사,Y,14/06/23,14/06/23,N,폐지+유지
기계가공기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
기계가공조립기능사,Craftsman Machine Fitting,기능사,Y,14/06/23,14/06/23,Y,현재시행
고압가스취급기능사2급,Class Ⅱ Craftsman High-Pressure Gas Handling,기능사,Y,14/06/23,14/06/23,N,폐지
가스기능사,Craftsman Gas,기능사,Y,14/06/23,14/06/23,Y,현재시행
보오링기능사,Craftsman Boring,기능사,Y,14/06/23,14/06/23,N,폐지+유지
사회조사분석사1급,"Survey Analyst, Senior",1급,Y,14/06/23,14/06/23,N,현재시행
사회조사분석사2급,"Survey Analyst,Junior",2급,Y,14/06/23,14/06/23,N,현재시행
직업상담사2급,Vocational Counselor,2급,Y,14/06/23,14/06/23,N,현재시행
세라믹기능사1급,Class Ⅰ Craftsman Ceramics,산업기사,Y,14/06/23,14/06/23,N,폐지
축소사진기능사,Craftsman Micrographics,기능사,Y,14/06/23,14/06/23,N,폐지
주산6단,,기능사보,N,14/06/23,14/06/23,N,폐지
섬유기계기능사1급,Class Ⅰ Craftsman Textile Machine,산업기사,Y,14/06/23,14/06/23,N,폐지
주산8단,,기능사보,N,14/06/23,14/06/23,N,폐지
주산9단,,기능사보,N,14/06/23,14/06/23,N,폐지
주산10단,,기능사보,N,14/06/23,14/06/23,N,폐지
주산11단,,기능사보,N,14/06/23,14/06/23,N,폐지
주산2단,,기능사보,N,14/06/23,14/06/23,N,폐지
주산3단,,기능사보,N,14/06/23,14/06/23,N,폐지
주산4단,,기능사보,N,14/06/23,14/06/23,N,폐지
주산5단,,기능사보,N,14/06/23,14/06/23,N,폐지
선반기능사,Craftsman Lathe,기능사,Y,14/06/23,14/06/23,N,폐지
수치제어선반기능사,Craftsman CNC Lathe,기능사,Y,14/06/23,14/06/23,N,폐지
형평삭기능사,Craftsman Shaper and Planer,기능사,Y,14/06/23,14/06/23,N,폐지+유지
산업기계정비기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
발전기계설비기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
홍삼제조산업기사,Industrial Engineer Red Ginseng Processing,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
도자기공예기능사1급,Class Ⅰ Craftsman Pottery Handicraft,산업기사,Y,14/06/23,14/06/23,N,폐지
주산7단,,기능사보,N,14/06/23,14/06/23,N,폐지
등죽세공예기능사보,Assistant Craftsman Rattan Bamboo Handicraft,기능사보,N,14/06/23,14/06/23,N,폐지+유지
피아노조율기능사1급,Class Ⅰ Craftsman Piano Tuner,산업기사,Y,14/06/23,14/06/23,N,폐지
채소재배기능사보,Assistant Craftsman Vegetable Cultivation,기능사보,N,14/06/23,14/06/23,N,폐지+유지
유기합성기능사1급,Class Ⅰ Craftsman,산업기사,Y,14/06/23,14/06/23,N,폐지
섬유제도디자인기능사1급,Class Ⅰ Craftsman Design of Textile Printing,산업기사,Y,14/06/23,14/06/23,N,폐지
사진산업기사,Industrial Engineer Photograph,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
원예재배산업기사,Industrial Engineer Culture of Horticulture,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
제과산업기사,Industrial Engineer Confectionery Maker,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
조주산업기사,Industrial Engineer Bartender,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
인판공예기능사1급,Class Ⅰ Craftsman Carving Handicraft,산업기사,Y,14/06/23,14/06/23,N,폐지
문선식자기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
중기검사기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
화공기계산업기사,Industrial Engineer Chemical Industrial Machinery,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
교환설비기능사1급,Class Ⅰ Craftsman Telephone Switchboard Installation,산업기사,Y,14/06/23,14/06/23,N,폐지
석공예산업기사,Industrial Engineer Stone Handicraft,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
비파괴검사산업기사,Industrial Engineer Non Destructive Testing (Leak),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
고압합성기능사1급,Class Ⅰ Craftsman,산업기사,Y,14/06/23,14/06/23,N,폐지
버섯종묘산업기사,Industrial Engineer Mushroom Seedling,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
초경가공기능사보,Assistant Craftsman Stem Weaving,기능사보,N,14/06/23,14/06/23,N,폐지+유지
과수재배기능사보,Assistant Craftsman Fruit Culture,기능사보,N,14/06/23,14/06/23,N,폐지+유지
원예종묘산업기사,Industrial Engineer Horticultural Seedling,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
조경기능사보,Assistant Craftsman Landscape Architecture,기능사보,N,14/06/23,14/06/23,N,폐지+유지
시설원예기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
조화공예기능사보,Assistant Craftsman Rattan Flower Handicraft,기능사보,N,14/06/23,14/06/23,N,폐지+유지
제화제갑기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
식물보호산업기사,Industrial Engineer Plant Protection,기능사,Y,14/06/23,14/06/23,N,폐지
부기3급,,3급,N,14/06/23,14/06/23,N,폐지
임업종묘기능사1급,Class Ⅰ Craftsman Forest Seedling,산업기사,Y,14/06/23,14/06/23,N,폐지
농예화학기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
산림기능사1급,Class I Craftsman Forest Work,산업기사,Y,14/06/23,14/06/23,N,폐지
항공사진산업기사,Industrial Engineer Aerial Photograph,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
담배기계정비산업기사,Industrial Engineer Tobacco Machine Maintenance,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
어로기능사1급,Class Ⅰ Craftsman Fishery,산업기사,Y,14/06/23,14/06/23,N,폐지
조리산업기사,Industrial Engineer Cook (Western),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
조리산업기사,Industrial Engineer Cook (Japanese),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
잠수기능사1급,Class Ⅰ Craftsman Diver,산업기사,Y,14/06/23,14/06/23,N,폐지
수산양식산업기사,Industrial Engineer Aquatic Cultivation,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
화훼재배기능사보,Assistant Craftsman Flori Culture,기능사보,N,14/06/23,14/06/23,N,폐지+유지
영문속기1급,,기능사보,N,14/06/23,14/06/23,N,폐지
주산4급,,4급,N,14/06/23,14/06/23,N,폐지
건축목공기능사,Craftsman Architectural Carpentering,기능사,Y,14/06/23,14/06/23,Y,현재시행
건축재료시험기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
통신나선기능사,Craftsman Communication Open-Wire,기능사,Y,14/06/23,14/06/23,N,폐지+유지
통신케이블기능사,Craftsman Communication Cable,기능사,Y,14/06/23,14/06/23,N,폐지+유지
화학분리기기조작기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
영문타자1급,,1급,Y,14/06/23,14/06/23,N,폐지
한글타자1급,,1급,Y,14/06/23,14/06/23,N,폐지
비서1급,Secretarial Administrator Level-Ⅰ,1급,Y,14/06/23,14/06/23,N,현재시행
한글속기2급,Korean Stenographer Level-Ⅱ,2급,Y,14/06/23,14/06/23,N,현재시행
워드프로세서2급,"Word Processor User, Level-II",2급,Y,14/06/23,14/06/23,N,폐지
비서2급,Secretarial Administrator Level-Ⅱ,2급,Y,14/06/23,14/06/23,N,현재시행
한글타자3급,,3급,N,14/06/23,14/06/23,N,폐지
영문타자3급,,3급,N,14/06/23,14/06/23,N,폐지
비서3급,Secretarial Administrator Level-Ⅲ,3급,N,14/06/23,14/06/23,N,현재시행
한글속기3급,Korean Stenographer Level-Ⅲ,3급,N,14/06/23,14/06/23,N,현재시행
기계정비기능사,Craftsman Machinery Maintenance,기능사,Y,14/06/23,14/06/23,Y,현재시행
영문속기2급,,기능사보,N,14/06/23,14/06/23,N,폐지
조적기능사,Craftsman Brick Laying,기능사,Y,14/06/23,14/06/23,Y,현재시행
자동전신기기기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
목재창호기능사,Craftsman Wood Joinery,기능사,Y,14/06/23,14/06/23,N,폐지
금속재창호기능사,Craftsman Metal Joinery,기능사,Y,14/06/23,14/06/23,Y,현재시행
미장기능사,Craftsman Plastering,기능사,Y,14/06/23,14/06/23,Y,현재시행
열처리기능사,Craftsman Heat Treatment,기능사,Y,14/06/23,14/06/23,Y,현재시행
제지기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
가죽처리기능사,Craftsman Leather Processing,기능사,Y,14/06/23,14/06/23,N,폐지+유지
농약기능사,Craftsman Agricultural Chemical,기능사,Y,14/06/23,14/06/23,N,폐지+유지
위험물취급기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
방수기능사,Craftsman Water Proofing,기능사,Y,14/06/23,14/06/23,Y,현재시행
전산응용건축제도기능사,Craftsman Computer Aided Architectural Drawing,기능사,Y,14/06/23,14/06/23,Y,현재시행
플라스틱성형가공기능사,Craftsman Plastic Moulding Extruder Molding,기능사,Y,14/06/23,14/06/23,N,폐지+유지
세라믹기능사,Craftsman Ceramic,기능사,Y,14/06/23,14/06/23,N,폐지+유지
제지기능사,Craftsman Paper Manufacturing,기능사,Y,14/06/23,14/06/23,N,폐지+유지
인수통합종목,,기능사보,N,14/06/23,14/06/23,N,폐지
그라비아인쇄기능사보,Assistant Craftsman Gravure Printing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
복어조리산업기사,"Industrial Engineer Cook, Blowfish",산업기사,Y,14/06/23,14/06/23,Y,현재시행
제지기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
제지기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
유리제조기능사2급,Class Ⅱ Craftsman Glass Manufacturing,기능사,Y,14/06/23,14/06/23,N,폐지
내화물제조기능사,Craftsman Refractories Manufacturing,기능사,Y,14/06/23,14/06/23,N,폐지+유지
토목제도기능사,Craftsman Civil Engineering Drawing,기능사,Y,14/06/23,14/06/23,N,폐지
측량기능사,Craftsman Surveying,기능사,Y,14/06/23,14/06/23,Y,현재시행
축로기능사,Craftsman Furnace Construction,기능사,Y,14/06/23,14/06/23,Y,현재시행
고분자제품제조기능사,Craftsman Polymer Chemical Products,기능사,Y,14/06/23,14/06/23,N,폐지+유지
플라스틱성형가공기능사,Craftsman Plastic Moulding Injection Molding,기능사,Y,14/06/23,14/06/23,N,폐지+유지
단조기능사,Craftsman forging,기능사,Y,14/06/23,14/06/23,N,폐지+유지
정밀측정기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
양식조리산업기사,Industrial Engineer Cook (Western food),산업기사,Y,14/06/23,14/06/23,Y,현재시행
일식조리산업기사,Industrial Engineer Cook(Japanese Food),산업기사,Y,14/06/23,14/06/23,Y,현재시행
제지기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
양복재단기능사보,Assistant Craftsman Tailor Cutting,기능사보,N,14/06/23,14/06/23,N,폐지+유지
제강기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
정밀가공기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
정밀가공기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
화학유화기기조작기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
도자기제조기능사2급,Class Ⅱ Craftsman Pottery Manufacturing,기능사,Y,14/06/23,14/06/23,N,폐지
제강기능사(연속주조),,기능사,Y,14/06/23,14/06/23,N,폐지
코크스기능사2급,Class Ⅱ Craftsman Coke Making,기능사,Y,14/06/23,14/06/23,N,폐지
다듬질기능사,Craftsman Finishing,기능사,Y,14/06/23,14/06/23,N,폐지
건설기계차체정비기능사,Craftsman Construction Equipment Chassis Maintenance,기능사,Y,14/06/23,14/06/23,N,폐지
농기계정비기능사,Craftsman Agricultural Machinery Maintenance,기능사,Y,14/06/23,14/06/23,Y,현재시행
원형기능사,Craftsman pattern Making,기능사,Y,14/06/23,14/06/23,Y,현재시행
압연기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
열간압연기능사,Craftsman Hot Rolling,기능사,Y,14/06/23,14/06/23,N,폐지
냉간압연기능사,Craftsman cold Rolling,기능사,Y,14/06/23,14/06/23,N,폐지
제선기능사2급,Class Ⅱ Craftsman Iron Making (Blast Furnace),기능사,Y,14/06/23,14/06/23,N,폐지
제선기능사2급,Class Ⅱ Craftsman Iron Making (Sintering),기능사,Y,14/06/23,14/06/23,N,폐지
정밀가공기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
제화저부기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
특수도금기능사,Craftsman Special Plating,기능사,Y,14/06/23,14/06/23,N,폐지
항공기관정비기능사,Craftsman Aircraft Powerplant Maintenance,기능사,Y,14/06/23,14/06/23,Y,현재시행
항공장비정비기능사,Craftsman Aircraft Accessory Maintenance,기능사,Y,14/06/23,14/06/23,Y,현재시행
항공전자정비기능사,Craftsman Aircraft Electronic Maintenance,기능사,Y,14/06/23,14/06/23,Y,현재시행
사진기계수리기능사,Craftsman Photograph Machinery Repair,기능사,Y,14/06/23,14/06/23,N,폐지+유지
제강기능사(전로),,기능사,Y,14/06/23,14/06/23,N,폐지
제강기능사,Craftsman Steel Making (Ingot Making),기능사,Y,14/06/23,14/06/23,N,폐지+유지
제강기능사(전기로),,기능사,Y,14/06/23,14/06/23,N,폐지
주조기능사,Craftsman Casting,기능사,Y,14/06/23,14/06/23,Y,현재시행
주강조형기능사,Craftsman,기능사,Y,14/06/23,14/06/23,N,폐지+유지
자동차기관정비기능사2급,Class Ⅱ Craftsman Motor-Vehicle Engine Maintenance,기능사,Y,14/06/23,14/06/23,N,폐지
자동차새시정비기능사2급,Class Ⅱ Craftsman Motor-Vehicle Chassis Maintenance,기능사,Y,14/06/23,14/06/23,N,폐지
자동차전기정비기능사2급,Class Ⅱ Craftsman Motor-Vehicle Electricity Maintenance,기능사,Y,14/06/23,14/06/23,N,폐지
자동차차체수리기능사,Craftsman Motor Vehicles Body Repair,기능사,Y,14/06/23,14/06/23,Y,현재시행
중기정비기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
항공기체정비기능사,Craftsman Aircraft Airframe Maintenance,기능사,Y,14/06/23,14/06/23,Y,현재시행
제책기능사보,Assistant Craftsman Book Binding,기능사보,N,14/06/23,14/06/23,N,폐지+유지
목재가공기능사보,Assistant Craftsman Wood Processing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
기계전자기능사1급,Class Ⅰ Craftsman Mechanical Electronics,산업기사,Y,14/06/23,14/06/23,N,폐지
가발기능사보,Assistant Craftsman,기능사보,N,14/06/23,14/06/23,N,폐지+유지
가눈섭기능사보,Assistant Craftsman,기능사보,N,14/06/23,14/06/23,N,폐지+유지
사진기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
금속재료시험기능사,Craftsman Metal Material Testing,기능사,Y,14/06/23,14/06/23,Y,현재시행
정밀가공기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
건설기계기관정비기능사,Craftsman Construction Equipment Engine Maintenance,기능사,Y,14/06/23,14/06/23,N,폐지
1급조리사,,기능사,Y,14/06/23,14/06/23,N,폐지
주물용해기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
주강용해기능사,Craftsman Steel Melting,기능사,Y,14/06/23,14/06/23,N,폐지+유지
주물사처리기능사,Craftsman Casting Sand Treatment,기능사,Y,14/06/23,14/06/23,N,폐지+유지
주산1급,,1급,Y,14/06/23,14/06/23,N,폐지
주산3급,,3급,N,14/06/23,14/06/23,N,폐지
영사기능사1급,Class Ⅰ Craftsman Projection,산업기사,Y,14/06/23,14/06/23,N,폐지
축소사진산업기사,Industrial Engineer Micrographics,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
독극물취급산업기사,Industrial Engineer Poison and Powerful Drug Handling,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
