종목명,항목,내용
이용장,진로 및 전망,"개인 이용업소나 호텔, 공공건물, 예식장의 이용실, TV 방송국, 스포츠센타, 개인 전속 이용사 등으로 활동하고 있다. 고객이 만족하는 개성미 창조와 고객에 대한 책임감, 공중 위생의 안전관리 및 직업 의식에 대한 자부심, 이용 기술의 계승발전 및 새로운 기술을 창조하여 국민보건 문 화의 일부분에 기여한다는 자부심을 가질 수 있으며 직업적 안정을 가질 수 있는 직 종이다. "
이용장,출제경향,"조발, 남성퍼머, 세팅, 드라잉 등 이용작업의 숙련도 평가. "
이용장,취득방법,"① 시 행 처 : 한국산업인력공단 &#9313; 훈련기관 : 전국 50여 개 기술계 학원 3개월, 6개월, 12개월 과정. &#9314; 시험과목 - 필기 : 이용기술, 공중보건학, 소독학, 공중위생법규 등에 관한 사항. - 실기 : 이용작업 &#9315; 검정방법 - 필기 : 객관식 4지 택일형60문항 (60분) - 실기 : 작업형 (2~3시간 정도) &#9316; 합격기준 : 100점 만점에 60점 이상. "
자동차정비기능장,개요,"자동차의 제작 및 부품생산이 첨단기술화 되어감에 따라 자동차정비는 단순한 재생수리 에서 종합정비 형태로 바뀌어가고 있으며, 시설장비의 현대화와 정비기술의 고도화가  추구되고 있다.  이에 따라 자동차정비의 효율성 및 안전성을 위한 제반 환경을 조성하고, 기능인력을 지도·감독할 최상급의 숙련기능인력을 양성하기 위하여 자격을 제정. "
자동차정비기능장,변천과정,’74.10.16. 대통령령 제7283호’83.12.20. 대통령령 제11281호현재자동차기관기능장자동차정비기능장자동차정비기능장
자동차정비기능장,수행직무,"자동차 정비에 관한 최상급 숙련기능을 가지고 산업현장에서 작업관리, 소속 기능자의  지도 및 감독, 현장훈련, 경영층과 생산계층을 유기적으로 결합시키주는 현장의 중간관리 등의 업무 수행. "
자동차정비기능장,실시기관 홈페이지,http://www.q-net.or.kr
자동차정비기능장,실시기관명,한국산업인력공단 
자동차정비기능장,위 자격취득자에 대한 법령상 우대현황,"자동차정비기능장번호법령명조문내역활용내용1건설기계관리법 시행규칙제33조 검사대행자등(별표9)건설기계검사대행자의인력기준2골재채취법 시행령제19조 골재채취업의 등록(별표1)골재채취업의 등록기준3경찰공무원임용령제16조 특별채용의 요건특별채용의 자격4고등학교 졸업학력 검정고시 규칙제12조 과목면제고시합격자로 가늠 또는 과목면제5공무원수당 등에 관한 규정제14조 특수업무수당(별표11)특수업무수당지급6공무원임용시험령제27조 경력경쟁채용시험의 응시자격 등(별표7, 8)경력경쟁채용시험에 응시7공무원임용시험령제31조 채용시험의 특전(별표12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증8공연법 시행규칙제6조의4 무대예술전문인 자격검정의 응시무대예술전문인의 자격검정에 응시하고자 하는 자의 자격9공연법 시행령제10조의2 무대시설 안전진단 등(별표1)안전진단기관의 기술인력 요건10공연법 시행령제10조의4 무대예술전문인 자격검정의 응시기준(별표2)무대예술전문인 자격검정의 등급별 응시기준11공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우12공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인 신청퇴직공직자의 취업승인 요건13공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건14관광진흥법 시행규칙제70조 안전성검사기관 등록 요건(별표24)안전성검사기관 등록 시 인력 요건15광산보안법 시행규칙제35조 보안감독계원보안감독계원 선임16교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격17교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정18교통안전법 시행령제43조 시험의 일부 면제 등(별표7)교통안전관리자 시험 일부 면제 대상자19국가공무원법제36조의2 채용시험의 가점채용시험의 가점20국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제20조 연구기획평가사의 자격시험연구기획평가사 자격시험 일부 면제21국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제2조 이공계인력의 범위 등이공계인력의 정의22국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대23국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격24국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대25국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산26국외유학에 관한 규정제5조 자비유학자격자비유학을 할수 있는자27국회인사규칙제20조 경력경쟁채용의 요건동종직무에 관한 자격증소지자를 경력경쟁채용하는 경우28군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제29군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산30군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격31군인사법 시행규칙제14조 부사관의 임용부사관의 자격32궤도운송법 시행규칙제18조 안전검사업무의 위탁 등(별표1)안전검사업무를 위탁받기 위하여 갖추어야 하는 기술인력33근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의34근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표2)직업능력개발훈련교사의자격35근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자36근로자직업능력 개발법 시행령제42조 교원 등의 자격(별표4)기능대학의 교원 자격37근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대38대기환경보전법 시행규칙제104조 전문정비업자의 지정기준(별표30)전문정비업자가 갖추어야 할 기술인력39대기환경보전법 시행규칙제67조의2 인증시험대행기관의 지정(별표18의2)인증시험대행기관으로 지정받으려는 자의 기술인력40대기환경보전법 시행규칙제70조 자동차제작자의 검사 인력ㆍ장비 등(별표19)인증시험을 실시하는 경우에 갖추어야 할 인력41대기환경보전법 시행규칙제87조 운행차의 정기검사방법 등(별표23)운행차 정기검사의 대상항목, 방법 및 기준42도로교통법제84조 운전면허시험의 면제운전면허시험 일부 면제43독학에 의한 학위취득에 관한 법률 시행규칙제4조 국가기술자격취득자에 대한 시험면제범위등자격취득분야와 동일한 분야의 시험에 응시하는 자에 대하여는 해당 과정별 인정시험 면제44독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자45문화산업진흥 기본법 시행령제26조 기업부설창작연구소 등의 인력ㆍ시설 등의 기준기업부설창작연구소의 인력기준46법원계약직공무원규칙제3조 채용자격(별표2)전문계약직공무원의 채용자격기준47법원공무원규칙제19조 경력경쟁채용시험의 응시요건등경력경쟁채용시험의 응시요건48병역법제53조 전시근로소집 대상 등전시근로소집 제외 대상49병역법 시행령제81조 농어업 분야 종사자의 산업기능요원 편입농어업 분야의 산업기능요원에 편입할 수 있는 사람50병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원51보험업법 시행규칙제53조 손해사정사의 시험과목 및 시험면제자격을 가진 자로서 규정에 의한 기관에서 해당 분야의 손해사정업무에 3년 이상 종사한 경력이 있는 자에 대하여는 시험 면제※ ③항 명시사항. &lt;개정 : 2012.2.28&gt; [시행일 : 2014.1.1]에 제외예정52부품·소재전문기업 등의 육성에 관한 특별조치법 시행령제14조 부품·소재기술개발전문기업의 지원기준 등부품·소재기술개발전문기업의 기술개발전담요원53비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위54산업안전보건법 시행규칙제17조 안전관리대행기관의 인력·시설 및 장비기준(별표5)안전관리대행기관의 인력기준55산업안전보건법 시행규칙제74조 검사원의 자격검사원의 자격56산업안전보건법 시행규칙제75조 지정검사기관의 지정요건(별표10)지정검사기관의 인력기준57산업안전보건법 시행령제26조의10 안전ㆍ보건교육의 위탁 전문기관 및 요건(별표6의2)안전ㆍ보건교육의 위탁 전문기관의 요건58선거관리위원회 공무원규칙제21조 경력경쟁채용등의 요건(별표4)동종직무에 관한 자격증소지자를 경력경쟁채용 등을 하려는 경우59선거관리위원회 공무원규칙제29조 전직시험의 면제(별표13)전직시험의 면제60선거관리위원회 공무원규칙제85조 전직시험이 면제되는 직급별 자격증 구분(별표13)전직시험이 면제되는 당해직급에 상응하는 자격증61선거관리위원회 공무원규칙제89조 채용시험의 특전(별표15,16)자격증의 소지자가 6급이하 공무원채용시험에 응시하는 경우 점수 가산62선거관리위원회 공무원평정규칙제23조 자격증의 가점(별표5)자격증의 가점평정63선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제64소방공무원 승진임용 규정 시행규칙제15조의2 가점평정소방공무원이 당해 계급에서 자격증을 취득한 때 가점평정65소방공무원임용령제15조 특별채용의 요건등특별채용의 요건66소방공무원임용령 시행규칙제19조 초임소방공무원의 보직(별표6)안전행정부령이 정하는 자격증소지자67소방공무원임용령 시행규칙제23조 응시자격등의 기준(별표2)특별채용시험에 응시할 수 있는 자68소방공무원임용령 시행규칙제24조 채용시험의 특전(별표6)소방간부후보생선발시험과 소방사·지방소방사의 공개경쟁채용시험에 있어서의 자격증 가점비율69소음ㆍ진동관리법 시행규칙제18조 환경기술인의 자격기준 등(별표7)환경기술인을 두어야 할 사업장과 그 자격기준70소음ㆍ진동관리법 시행규칙제34조의2 인증시험대행기관의 지정(별표13의2)인증시험대행기관 지정71소음ㆍ진동관리법 시행규칙제36조 자동차제작자 검사의 인력·장비 등(별표14)자동차제작자가 인증시험을 실시하는 경우에 갖추어야 할 인력72소음ㆍ진동관리법 시행규칙제44조 운행차의 정기검사방법 등(별표16)검사기관의 기술능력73소음ㆍ진동관리법 시행규칙제50조 확인검사대행자의 등록기준(별표16)확인검사대행자의 등록을 하려는 자의 기술능력74수도법 시행규칙제12조 수도시설관리자의 자격수도시설관리자의 자격75여성과학기술인육성및지원에관한법률시행령제2조 정의여성과학기술인의 자격76연구직 및 지도직공무원의 임용 등에 관한 규정제26조의2 채용시험의 특전(별표7)연구사 및 지도사공무원 채용시험 응시하는 경우 점수 가산77원자력안전법 시행령제118조 응시자격(별표5)원자로의 운전이나 핵연료물질ㆍ방사성동위원소 등의 취급을 하기 위한 면허 응시자격78자동차관리법 시행규칙제120조 중고자동차의 성능고지등(별표22)성능·상태점검자의 자격기준79자동차관리법 시행규칙제124조 자동차경매장의 시설기준 및 인력기준(별표25)자동차경매장의 인력기준80자동차관리법 시행규칙제135조 정비책임자의 선임등정비책임자의 자격81전기사업법제73조 전기안전관리자의 선임 등전기설비의 공사·유지 및 운용에 관한 안전관리업무를 수행하게 하기 위하여 필요한 전기안전관리자82전기사업법 시행규칙제33조 전기설비 검사자의 자격전기설비 검사자의 자격83전기사업법 시행규칙제40조 전기안전관리자의 선임 등(별표12)안전관리자와 안전관리보조원으로 구분하여 선임84전기사업법 시행규칙제42조 전기안전관리자 자격의 완화전기안전관리자로 선임할 수 있는 사람의 자격기준85전기사업법 시행규칙제43조 전기안전관리자의 직무대행자의 지정요건전기안전관리자의 직무대행자86전기사업법 시행규칙제44조 전기안전관리자의 자격 및 직무(별표12)안전관리보조원의 자격87전기사업법 시행규칙제50조의3 중대한 사고의 통보·조사(별표20)사고조사를 하게 할 수 있는 자88주차장법 시행령제12조의4 검사대행자의 지정 및 취소(별표2)검사업무를 대행할 수 있는 전문검사기관의 지정요건89주차장법 시행령제12조의6 보수업의 등록기준(별표3)기계식주차장치 보수업을 등록하려는 자가 갖추어야 할 기술인력90중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원91중소기업제품 구매촉진 및 판로지원에 관한 법률 시행규칙제12조 시험연구원의 지정 등(별표3)시험연구원의 지정기준92중소기업진흥에 관한 법률제48조 1차 시험의 면제1차 시험을 면제93중소기업창업 지원법 시행령제20조 중소기업상담회사의 등록요건(별표1)중소기업상담회사가 보유하여야 하는 전문인력94중소기업창업 지원법 시행령제6조 창업보육센터사업자의 지정(별표1)창업보육센터사업자의 전문인력95지방공무원 임용령제17조 경력경쟁임용시험등을 통한 임용의 요건경력경쟁임용시험등을 통하여 임용하려는 경우96지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산97지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정98지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산99지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제57조 주민참여감독자의 자격주민대표자의추천을받을수있는사람의자격기준100지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산101지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원102지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원103해양경찰청소속 경찰공무원 승진임용규정제15조 가점평정(별표7)가점평정104해양환경관리법 시행규칙제23조 오염물질저장시설의 설치ㆍ운영기준(별표10)오염물질저장시설의 설치ㆍ운영기준105안전행정부 소관 비상대비자원관리법 시행규칙제2조 인력자원의 관리직종(별표)인력자원 관리직종의 자격 구분표106헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급(기술정보수당)(update 13.07.02)"
자동차정비기능장,진로 및 전망," 주로 자동차생산업체의 생산, 판매 및 A/S부서와 외제차수입업체, 자동차정비업체, 자동차운수업체 등에 취업하며, 일부는 카센타, 카인테리어, 밧데리점, 튜닝전문점, 오토매틱전문점을 개업한다.  이외 직업능력개발훈련교사로도 진출할 수 있다.  「자동차관리법」에 의해 자동차운수사업체, 자동차점검정비업체의 정비관리자로 고용될 수 있다. - 향후 자동차정비분야는 당분간 현재 고용수준을 유지할 전망이다.  하지만 산업현장의 기능인력 중에는 아직까지 자격증 미"
자동차정비기능장,출제경향,"자동차정비에 관한 최상급의 숙련기능을 가지고, 현장의 지도 및 감독, 경영층과 생산계층을 유기적으로 결합시켜주는 현장의 중간관리자로서의 역할에 맞는 직무의 수행능력을 평가"
자동차정비기능장,취득방법,"① 시 행 처 : 한국산업인력공단 ② 관련학과 : 실업계 고등학교의 자동차 관련학과③ 훈련기관 : 공공직업훈련원, 사업체내직업훈련원, 인정직업훈련원, 사설학원④ 시험과목   - 필기 : 자동차공학, 자동차전기전자정비, 자동차새시정비, 자동차기관정비, 자동차               차체정비, 공업경영에 관한 사항   - 실기 : 자동차정비 실무 ⑤ 검정방법   - 필기 : 전과목 혼합, 객관식 60문항 (60분)   - 실기 : 복합형(필답형,1시간30분 + 작업형, 6시간 30분)  ⑥ 합격기준   - 필기·실기 : 100점을 만점으로 하여 60점 이상 "
전기기능장,개요,"전기를 효율적으로 사용하기 위해서는 각종 전기시설의 유지·보수업무도 중요하다. 따라서 전기를 합리적으로 사용하고 전기로 인한 재해를 방지하기 위하여 일정한 자격을 갖춘 사람으로 하여금 전기공작물의 공사, 유지 및 운용에 관한 업무를 수행토록 하기 위해 자격제도 제정 "
전기기능장,변천과정," 1974년(대통령령 제7283호, 1974.10.16)2004년(노동부령 제217호, 2004.12.31)전기기기기능장전기기능장전기공사기능장"
전기기능장,수행직무,"전기에 관한 최상급 숙련기능을 가지고 산업현장에서 작업관리, 소속기능자의 지도 및 감독, 현장훈련, 경영층과 생산계층을 유기적으로 결합시켜 주는 현장의 중간관리 등의 업무 수행 "
전기기능장,실시기관 홈페이지,http://www.q-net.or.kr
전기기능장,실시기관명,한국산업인력공단 
