종목명,항목,내용
토목산업기사,진로 및 전망,"건설회사와 토목설계 용역업체 등 일반 기업체의 설계나 시공·감리분야, 수자원공사, 토지개발공사, 주택공사 등 정부투자기관 및 건설교통부, 지방지체단체의 토목과로 진출할 수 있다. - 최근 고속철도, 국제공학, 지하철건설, 고속도로 건설 등 사회간접시설의 기반확충과 국가기반 산업으로서의 건설 및 도시설계와 관련된 각종 산업에 관한 투자가 지속적으로 증가하고 있는 추세로 이들에 대한 인력수요는 증가할 것이다."
토목산업기사,취득방법,"① 시 행 처 : 한국산업인력공단 ② 관련학과 : 대학 및 전문대학에 개설되어 있는 토목공학, 농업토목, 해양토목 관련학과 ③ 시험과목 - 필기 1. 응용역학 2. 측량학 3. 수리학 4. 철근콘크리트 및 강구조 5. 토질 및 기초 6. 상하수도공학  - 실기 : 토목설계 및 시공실무 ④ 검정방법 - 필기 : 객관식 4지 택일형 과목당 20문항(과목당 30분) - 실기 : 작업형 (5시간 정도) ⑤ 합격기준 - 필기 : 100점을 만점으로 하여 과목당 40점 이상, 전과목 평균 60점 이상. - 실기 : 100점을 만점으로 하여 60점 이상. "
판금제관산업기사,개요,"판금제관공업은 기계, 자동차, 조선, 건설, 화학, 해양 등의 관련산업에서 연관된 설비 또는제품을 제작, 제조, 공급하는 산업으로서 관련 산업발전에 기여하고 있다. 이와 같은 각종산업의 설치물 또는 제품 제작의 재료소재인 제관산업의 발전을 위한 제반 환경을 조성하고전문화된 숙련기능인력을 양성하고자 판금산업기사와 제관산업기사를 통합하여 제정. "
판금제관산업기사,변천과정,"1974년(대통령령 제7283호, 1974.10.16)1983년(대통령령 제11281호, 1983.12.20)1998년(대통령령 제15794호, 1998.5.9)2004년(노동부령 제217호, 2004.12.31)일반판금기능사1급판금기능사1급판금산업기사판금제관산업기사타출판금기능사1급자동차판금기능사1급제관기능사1급제관기능사1급제관산업기사판금제관산업기사철골구조물기능사1급"
판금제관산업기사,수행직무,"판금제관용 기계나 공구를 사용하여 연강판(박판, 후판), 형강, 파이프 등의 재료를 도면의 규격에 따라 소정의 형상 및 치수의 제품을 제작 할 수 있도록 전개도작성, 절단, 성형, 용접, 다듬질, 조립 등 일련의 작업을 통하여 보일러, 강판, 철구조물 및 저장 용기류 등을 제작하는데 있어 복합적이고 지도적인 기능업무 수행를 수행한다. "
판금제관산업기사,실시기관 홈페이지,http://www.q-net.or.kr
판금제관산업기사,실시기관명,한국산업인력공단 
판금제관산업기사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1건설기계관리법 시행규칙제33조 검사대행자등(별표9)건설기계검사대행자의인력기준2건설기술관리법 시행규칙제38조 품질시험 및 검사 등 업무 및 기준(별표12)건설공사 품질관리를 위한 품질관리자의 배치기준3건설산업기본법 시행령제13조 건설업의 등록기준(별표2)건설업의 등록기준4건설산업기본법 시행령제35조 건설기술자의 현장배치기준등(별표5)공사예정금액의 규모별 건설기술자 배치기준5건축사법제2조 정의건축사보의 정의6경찰공무원임용령제16조 특별채용의 요건특별채용의 자격7고등학교 졸업학력 검정고시 규칙제12조 과목면제과목면제8공무원수당 등에 관한 규정제14조 특수업무수당(별표11)특수업무수당지급9공무원임용시험령제27조 경력경쟁채용시험등의 응시자격 등(별표7, 8)경력경쟁채용시험에 응시10공무원임용시험령제31조 채용시험의 특전(별표10, 12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증11공연법 시행규칙제6조의4 무대예술전문인 자격검정의 응시무대예술전문인의 자격검정에 응시하고자 하는 자의 자격12공연법 시행령제10조 2 안전진단기관의 지정 요건(별표1)안전진단기관의 인력 요건13공연법 시행령제10조의4 무대예술전문인 자격검정의 응시기준(별표2)무대예술전문인 자격검정의 등급별 응시기준14공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우15공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인 신청퇴직공직자의 취업승인 요건16공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건17관광진흥법 시행규칙제70조 안전성검사기관 등록 요건(별표24)안전성검사기관 등록 시 인력 요건18광산보안법 시행규칙제35조 보안감독계원보안감독계원 선임19교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격20교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정21국가공무원법제36조의2 채용시험의 가점채용시험의 가점22국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제20조 연구기획평가사의 자격시험연구기획평가사 자격시험 일부 면제23국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제2조 이공계인력의 범위 등이공계인력의 정의24국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대25국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격26국가기술자격법 시행규칙제5조 응시자격(별표1의2)기술기능분야 국가기술자격의 응시자격27국가기술자격법 시행령제12조의2 국가기술자격의 등급과 응시자격(별표1의2)기술·기능분야 국가기술자격의 응시자격28국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대29국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산30국외유학에 관한 규정제5조 자비유학자격자비유학을 할수 있는자31국회인사규칙제20조 경력경쟁채용의 요건동종직무에 관한 자격증소지자를 경력경쟁채용하는 경우32군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제33군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산34군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격35군인사법 시행규칙제14조 부사관의 임용부사관의 자격36군인사법 시행령제44조 전역보류(별표2, 별표5)정밀장비기술자, 군의 필수기술분야에 종사하는 자의 범위37궤도운송법 시행규칙제18조 안전검사업무의 위탁 등(별표1)안전검사전문기관의 기술인력38근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의39근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표2)직업능력개발훈련교사의자격40근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자41근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대42기술사법제6조 기술사사무소의 개설등록 등합동사무소구성원의 요건43대기환경보전법 시행규칙제70조 자동차제작자의 검사 인력ㆍ장비 등(별표19)인증시험을 실시하는 경우에 갖추어야 할 인력44독학에 의한 학위취득에 관한 법률 시행규칙제4조 국가기술자격취득자에 대한 시험면제범위등자격취득분야와 동일한 분야의 시험에 응시하는 자에 대하여는 해당 과정별 인정시험 면제45독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자46법원계약직공무원규칙제3조 채용자격(별표2)전문계약직공무원의 채용자격기준47법원공무원규칙제19조 경력경쟁채용시험의 응시요건등경력경쟁채용시험의 응시요건48병역법제53조 전시근로소집 대상 등전시근로소집 제외 대상49병역법 시행령제79조 기간산업 분야 종사자 등의 산업기능요원 편입(별표2)기간산업분야종사자등의 산업기능요원 편입50병역법 시행령제81조 농어업 분야 종사자의 산업기능요원 편입농어업 분야의 산업기능요원에 편입할 수 있는 사람51병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원52비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위53산업안전보건법 시행규칙제17조 안전관리대행기관의 인력·시설 및 장비기준(별표5)안전관리대행기관의 인력기준54산업안전보건법 시행규칙제74조 검사원의 자격검사원의 자격55산업안전보건법 시행령제26조의10 안전ㆍ보건교육의 위탁 전문기관 및 요건(별표6의2)안전ㆍ보건교육의 위탁 전문기관의 요건56선거관리위원회 공무원규칙제21조 경력경쟁채용등의 요건(별표4)동종직무에 관한 자격증소지자를 특별채용57선거관리위원회 공무원규칙제29조 전직시험의 면제(별표13)전직시험의 면제58선거관리위원회 공무원규칙제85조 전직시험이 면제되는 직급별 자격증 구분(별표13)전직시험이 면제되는 당해직급에 상응하는 자격증59선거관리위원회 공무원규칙제89조 채용시험의 특전(별표15)자격증의 소지자가 6급이하 공무원채용시험에 응시하는 경우 점수 가산60선거관리위원회 공무원평정규칙제23조 자격증의 가점, (별표5)자격증의 가점평정61선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제62소방공무원임용령제15조 특별채용의 요건등특별채용의 요건63소음ㆍ진동관리법 시행규칙제18조 환경기술인의 자격기준 등(별표7)환경기술인을 두어야 할 사업장과 그 자격기준64소음ㆍ진동관리법 시행규칙제36조 자동차제작자 검사의 인력·장비 등(별표14)자동차제작자가 인증시험을 실시하는 경우에 갖추어야 할 인력65승강기시설 안전관리법 시행규칙제12조 유지관리업의 종류 및 등록기준(별표5)유지관리 대상 승강기의 종류별로 갖추어야 할 기술인력66승강기시설 안전관리법 시행규칙제22조 검사기관의 검사인력 및 검사설비(별표7의3)검사기관의 검사인력67신에너지 및 재생에너지 개발·이용·보급 촉진법 시행령제25조 신ㆍ재생에너지 설비 설치전문기업의 신고기준 등(별표7)신·재생에너지 설비 설치전문기업의 신고기준68에너지이용 합리화법 시행령제30조 에너지절약전문기업의 등록 등(별표2)에너지절약전문기업으로 등록기준69에너지이용 합리화법 시행령제39조 진단기관의 지정기준(별표4)진단기관이보유하여야하는기술인력70여성과학기술인육성및지원에관한법률시행령제2조 정의여성과학기술인의 정의71연구직 및 지도직공무원의 임용 등에 관한 규정제26조의2 채용시험의 특전(별표7)연구사 및 지도사공무원 채용시험 응시하는 경우 점수 가산72장애인 등에 대한 특수교육법 시행령제17조 전문인력의 자격 기준 등자격이 있는 진로 및 직업교육을 담당하는 전문인력73전기사업법제73조 전기안전관리자의 선임 등전기설비의 공사·유지 및 운용에 관한 안전관리업무를 수행하게 하기 위하여 필요한 전기안전관리자74전기사업법 시행규칙제33조 전기설비 검사자의 자격전기설비 검사자의 자격75전기사업법 시행규칙제40조 전기안전관리자의 선임 등(별표12)안전관리자와 안전관리보조원으로 구분하여 선임76전기사업법 시행규칙제42조 전기안전관리자 자격의 완화전기안전관리자로 선임할 수 있는 사람의 자격기준77전기사업법 시행규칙제43조 전기안전관리자의 직무대행자의 지정요건전기안전관리자의 직무대행자78전기사업법 시행규칙제44조 전기안전관리자의 자격 및 직무(별표12)안전관리보조원의 자격79전기사업법 시행규칙제50조의3 중대한 사고의 통보·조사(별표20)사고조사를 하게 할 수 있는 자80주차장법 시행령제12조의4 검사대행자의 지정 및 취소(별표2)검사업무를 대행할 수 있는 전문검사기관의 지정요건81주차장법 시행령제12조의6 보수업의 등록기준 등(별표3)기계식주차장치 보수업을 등록하려는 자가 갖추어야 할 기술인력82중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원83중소기업제품 구매촉진 및 판로지원에 관한 법률 시행규칙제12조 시험연구원의 지정 등(별표3)시험연구원의 지정기준84중소기업진흥에 관한 법률제48조 1차 시험의 면제1차 시험을 면제85지방공무원 임용령제17조 경력경쟁임용시험등을 통한 임용의 요건경력경쟁임용시험등을 통하여 임용 하려는 경우86지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산87지방공무원 평정규칙제23조 자격증 등의 가산점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정88지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산89지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산 시 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산90지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원91지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원92철도안전법 시행규칙제52조 품질인증기관의 세부지정기준(별표15)품질인증기관의 세부지정기준93토양환경보전법 시행령제17조의4 토양정화업의 등록요건 등(별표2)토양정화업의 등록을 하고자 하는 자가 갖추어야 하는 기술인력94해양경찰청소속 경찰공무원 승진임용규정 시행규칙제15조 가점평정(별표7)가점평정95해양환경관리법 시행규칙제23조 오염물질저장시설의 설치ㆍ운영기준(별표10)오염물질저장시설의 설치기준96해양환경관리법 시행규칙제74조 업무대행자의 지정(별표28, 29)해양환경측정기기의 정도검사·성능시험·검정 업무 대행자 지정기준, 자재약제의 성능시험검정 업무 대행자 지정기준97안전행정부 소관 비상대비자원관리법 시행규칙제2조 인력자원의 관리직종(별표)인력자원 관리직종의 자격 구분표98헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급99환경분야 시험·검사 등에 관한 법률 시행규칙제10조 검사기관의 지정 등(별표6)검사대행자가 갖추어야 하는 기술능력"
판금제관산업기사,진로 및 전망,"주로 강관, 보일러, 저장용기 등의 제품을 생산하는 업체, 선박조립 및 부속 구조물제작,플랜트 건설 등에서 판금제관을 사용하는 업체에 진출할 수 있다. 판금제관분야는 향후 고도의생산성 향상과 더불어 노동력 절감을 위한 기술개발과 시설의 자동화, 고속 대량생산화 및 제품의 다양화, 고급화가 이루어질 것으로 보여 인력수요가 그리 많지 않을 전망이다. 그렇지만 숙련기능을 지닌 전문인력이 많지 않기 때문에 이들 인력에 대한 수요는 꾸준할 전망이다. "
판금제관산업기사,취득방법,"① 시 행 처 : 한국산업인력공단 ② 시험과목 - 필기 : 1. 판금제관재료, 공구 및 기계 2. 판금제관공작법 3. 기계제도 및 용접일반 - 실기 : 판금제관 작업 ③ 검정방법 - 필기 : 객관식 4지 택일형, 과목당 20문항(과목당 30분) - 실기 : 작업형(6시간 정도) ④ 합격기준 - 필기 : 100점을 만점으로 하여 과목당 40점 이상, 전과목 평균 60점 이상. - 실기 : 100점을 만점으로 하여 60점 이상. "
패션디자인산업기사,개요,"디자인은 기술상의 문제를 해결하고 새로운 요구들을 충족시키는 변화와 개선을 의미하며, 사람들의 예술적, 양적 또는 질적인 욕구와 실용적 욕구를 함께 만족시키는 고도의 기능을 수행한다. 이에 대한 전문인력을 양성하기 위하여 자격제도 제정. "
패션디자인산업기사,변천과정,’82.04.29.대통령령 제10802호’83.12.20.대통령령 제11281호’95.10.16.대통령령 제14783호’98.05.09.대통령령 제15794호현재양장기능사1급양장기능사1급양장기능사1급패션디자인산업기사패션디자인산업기사 의류기사2급의류기사2급 패션디자인다기능기술자
패션디자인산업기사,수행직무,"패션디자인 산업기사는 수주된 직물의 생산가능성 여부를 검토하고 제품의 유행성에 대한 시장성 조사, 새로운 제품 및 디자인 개발, 표준화된 검사, 장비 및 방법 등을 이용하여 가공된 옷감의 물리적 특성 시험, 완성된 제품의 품질상태 점검 등의 실무업무 수행. "
패션디자인산업기사,실시기관 홈페이지,http://www.q-net.or.kr
패션디자인산업기사,실시기관명,한국산업인력공단 
패션디자인산업기사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1건설기술관리법 시행규칙제15조의4 품질시험 및 검사의 실시(별표11)건설공사 품질관리를 위한 품질관리자의 배치기준2건설산업기본법 시행령제35조 건설기술자의 현장배치기준등(별표5)공사예정금액의 규모별 건설기술자 배치기준3경찰공무원임용령제16조 특별채용의 요건특별채용의 자격4고등학교 졸업학력 검정고시 규칙제12조 과목면제고시합격자로 가늠 또는 과목면제5공무원수당 등에 관한 규정제14조 특수업무수당(별표11)특수업무수당지급6공무원임용시험령제27조 특별채용시험의 응시자격 등(별표7, 8)특별채용시험에 응시7공무원임용시험령제31조 채용시험의 특전(별표10, 12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증8공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우9공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인퇴직공직자의 취업승인 요건10공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건11교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격12교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정13국가공무원법제36조의2 채용시험의 가점채용시험의 가점14국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제20조 연구기획평가사의 자격시험연구기획평가사 자격시험 일부 면제15국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제2조 이공계인력의 범위 등이공계인력의 정의16국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대17국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격18국가기술자격법 시행령제10조 국가기술자격의 등급과 응시자격(별표1의2)기술·기능분야 국가기술자격의 응시자격19국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대20국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산21국외유학에 관한 규정제5조 자비유학자격자비유학을 할수 있는자22국회인사규칙제20조 특별채용의 요건동종직무에 관한 자격증소지자를 특별채용하는 경우23군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제24군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산25군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격26군인사법 시행규칙제14조 부사관의 임용부사관의 자격27군인사법 시행령제44조 전역보류(별표2, 별표5)정밀장비기술자, 군의 필수기술분야에 종사하는 자의 범위28근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의29근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표1)직업능력개발훈련교사의자격 30근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자31근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대32기능장려법 시행령제3조 영업의 우선적 인ㆍ허가등영업의 우선적 인ㆍ허가등33기술개발촉진법 시행령제15조 특정연구개발사업 참여기관 등의 기준연구전담요원의 자격34기술사법 시행령제19조 합동기술사사무소의 등록기준 등합동사무소구성원의 요건35독학에 의한 학위취득에 관한 법률 시행규칙제4조 국가기술자격취득자에 대한 시험면제범위등자격취득분야와 동일한 분야의 시험에 응시하는 자에 대하여는 해당 과정별 인정시험 면제36독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자37법원계약직공무원규칙제3조 채용자격(별표2)전문계약직공무원의 채용자격기준38병역법제53조 전시근로소집 대상 등전시근로소집 대상39병역법 시행령제79조 기간산업 분야 종사자 등의 산업기능요원 편입(별표2)기간산업분야종사자등의 산업기능요원 편입40병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원41비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위42산업안전보건법 시행규칙제17조 안전관리대행기관의 인력·시설 및 장비기준(별표5)안전관리대행기관의 인력기준43선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제44여성과학기술인육성및지원에관한법률시행령제2조 정의여성과학기술인의 자격45연구직 및 지도직공무원의 임용 등에 관한 규정제26조의2 채용시험의 특전(별표5, 7)연구사 및 지도사공무원 채용시험 응시하는 경우 점수 가산46장애인 등에 대한 특수교육법 시행령제17조 전문인력의 자격 기준 등자격이 있는 진로 및 직업교육을 담당하는 전문인력47중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원48중소기업제품 구매촉진 및 판로지원에 관한 법률 시행규칙제12조 시험연구원의 지정 등(별표2)시험연구원의 지정기준49중소기업진흥에 관한 법률제48조 1차 시험의 면제1차 시험을 면제50지방공무원 임용령제17조 특별임용의 요건특별임용 하려는 경우51지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산52지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정53지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산54지방자치단체를 당사자로 하는 계약에 관한 법률제57조 주민참여감독자의 자격주민대표자의추천을받을수있는사람의자격기준 55지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산56지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원57지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원58헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급"
패션디자인산업기사,진로 및 전망,"대부분 의류제조업체의 디자인 관련 부서로 진출하며 충분한 경력과 능력을 갖추면 자영도 가능하다. - 패션디자인산업기사 자격취득자의 인력수요는 증가할 것이다. 범용품의 대량생산, 디자인에 있어서 바이어 컨셉(concert)에 의존, 주문자상표부착생산(OEM) 방식의 수출 등 감소요인이 있으나 디자인은 첨단생산/제조과정의 기술투자에 비해 투자효과가 크며, 디자인 주도 상품이 우리나라 수출상픔의 37%를 점유하고, 소비자 및 해외바이어의 상품 구매여부의 결정요인으로 품질 및 디자인을 가장 중시하며, 전자상거래를 통한 상품선택에 있어 디자인 의존도가 심화, 생산방식이 대량생산에서 다품종소량생산으로 전환 등 발전가능성이 높아 패션디자인산업기사 자격취득자의 인력수요는 증가할 것이다."
패션디자인산업기사,취득방법,"① 시 행 처 : 한국산업인력공단 ② 관련학과 : 전문대학의 의상디자인, 패션디자인 관련학과 ③ 시험과목 - 필기 : 1. 피복재료학 2. 패션디자인론 3. 의류상품학 및 복식문화사 4. 패턴공학 및 의복구성학 - 실기 : 패션디자인 및 의류제작 작업 ④ 검정방법 - 필기 : 객관식 4지 택일형 과목당 20문항(과목당 30분) - 실기 : 작업형(7시간 정도) ⑤ 합격기준 - 필기 : 100점을 만점으로 하여 과목당 40점 이상, 전과목 평균 60점 이상. - 실기 : 100점을 만점으로 하여 60점 이상. "
패션머천다이징산업기사,개요,"21세기의 패션산업은 생활과 문화의 발달, 소비자의 다양한 수요에 부응하여 급속한 발전이 예측되며, 최근에는 패션·유통시장의 세분화에 따라 패션전문인력의 전문성에 대한 수요는 점차 확대되고 있어 전문인력양성이 궁극적으로 섬유·패션산업의 고부가가치 창출 및 지식집약화에 큰 역할을 수행할 것임 "
패션머천다이징산업기사,수행직무,"상품이나 의류브랜드의 특성을 시장분석과 정보기획을 토대로하여 패션트랜드와 소비자 수요의 정확한 예측으로 상품의 생산계획 및 제품화 계획, 패턴 및 샘플제작, 판매 및 세일즈 프로모션등을 하는 직무수행 "
패션머천다이징산업기사,실시기관 홈페이지,http://www.q-net.or.kr
패션머천다이징산업기사,실시기관명,한국산업인력공단 
